41;2818.00;11.28;1359.00;big
41;2784.00;14.55;1328.00;big
42;2670.00;9.50;1407.00;small
42;2735.00;9.50;1437.00;small
43;2642.00;9.50;1523.00;big
43;2610.00;9.50;1665.00;big
44;2414.00;9.50;1852.00;big
44;2294.00;9.50;1931.00;big
45;2650.00;9.50;1933.00;big
45;2877.00;9.50;1939.00;big
46;3464.00;9.50;1939.00;big
46;3186.00;9.50;2023.00;big
47;2588.00;9.50;1347.00;big
47;2532.00;9.50;1241.00;big
48;2616.00;9.50;1172.00;big
48;2527.00;9.50;1047.00;big
49;2307.00;9.50;1671.00;big
49;2431.00;9.50;1506.00;big
50;2078.00;9.50;1765.00;big
50;1867.00;9.50;1978.00;big
51;2321.00;9.50;1332.00;big
51;2191.00;9.50;1473.00;big
52;1351.00;9.50;1255.00;big
53;1606.00;9.50;1175.00;big
53;1848.00;9.50;1095.00;big
54;1701.00;9.50;1492.00;big
54;1778.00;9.50;1570.00;big
55;1875.00;9.50;1693.00;big
55;1868.00;9.50;1583.00;big
56;2034.00;9.50;1461.00;big
56;2089.00;9.50;1303.00;big
57;1804.00;9.50;1309.00;big
57;1863.00;9.50;1433.00;big
58;2355.00;9.50;1038.00;big
58;2265.00;9.50;1153.00;big
59;2001.00;9.50;1114.00;big
59;2087.00;9.50;952.00;big
60;3854.00;9.50;724.00;big
60;3782.00;9.50;509.00;big
61;2491.00;9.50;826.00;big
61;2296.00;9.50;872.00;big
62;2696.00;9.50;581.00;big
62;2874.00;9.50;404.00;big
63;1619.00;9.50;96.00;big
63;1844.00;9.50;81.00;big
64;2338.00;9.50;117.00;big
64;2025.00;9.50;104.00;big
65;3300.00;9.50;58.00;big
65;3028.00;9.50;119.00;big
66;2433.00;9.50;538.00;big
66;2210.00;9.50;377.00;big
67;2649.00;9.50;149.00;big
67;2853.00;9.50;100.00;big
68;2874.00;9.50;1316.00;big
68;2795.00;9.50;1263.00;big
69;3317.00;11.07;1229.00;big
69;3228.00;9.50;1207.00;big
70;3599.00;9.50;1431.00;small
70;3618.00;9.50;1344.00;small
71;4072.00;9.50;529.00;big
71;4264.00;9.50;570.00;big
72;4348.00;9.50;738.00;big
72;4474.00;9.50;653.00;big
73;4412.00;9.50;798.00;big
73;4410.00;9.50;754.00;big
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4532.00;9.50;768.00;big
75;4634.00;9.50;919.00;big
76;4818.00;9.50;1117.00;big
76;4690.00;13.25;1041.00;big
77;4725.00;9.50;1289.00;small
77;4712.00;9.50;1191.00;small
78;4871.00;9.50;789.00;big
78;4879.00;9.50;937.00;big
79;4908.00;9.50;1320.00;big
79;5006.00;9.50;1471.00;big
80;4689.00;9.50;798.00;big
80;4703.00;9.50;711.00;big
81;5096.00;9.50;419.00;big
81;5236.00;9.50;355.00;big
82;4959.00;9.50;401.00;small
82;4995.00;9.50;482.00;small
83;5421.00;9.50;360.00;big
83;5279.00;9.50;521.00;big
84;4980.00;9.50;786.00;big
84;5145.00;9.50;582.00;big
84;5203.00;9.68;738.00;big
84;4909.00;9.50;637.00;big
85;3617.00;9.50;169.00;big
85;3870.00;9.50;200.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;154.00;big
87;5132.00;9.50;1655.00;big
87;5096.00;9.50;1464.00;big
88;5500.00;9.50;1730.00;big
88;116.00;9.50;1877.00;big
89;901.00;9.50;1366.00;small
89;829.00;9.50;1528.00;small
90;5058.00;9.50;1292.00;big
90;4942.00;9.50;1182.00;big
91;4883.00;9.50;543.00;big
91;4824.00;9.50;499.00;big
92;4734.00;9.50;449.00;big
92;4634.00;9.50;393.00;big
93;4773.00;9.50;618.00;big
93;4677.00;14.18;606.00;big
94;5013.00;10.55;1053.00;big
94;5127.00;9.50;921.00;big
95;5475.00;9.50;1177.00;big
95;48.00;9.50;1185.00;big
96;11.00;9.50;1526.00;big
96;5448.00;9.50;1500.00;big
97;5452.00;10.40;746.00;big
97;78.00;9.50;670.00;big
98;4744.00;9.50;68.00;big
98;4945.00;9.50;79.00;big
99;4485.00;9.50;132.00;big
99;4461.00;9.50;416.00;big
100;3535.00;9.50;845.00;small
100;3366.00;9.50;1062.00;small
101;4106.00;9.50;810.00;big
101;4253.00;9.50;852.00;big
102;3499.00;9.50;516.00;big
102;3599.00;9.50;696.00;big
103;3457.00;9.50;353.00;small
103;3381.00;9.50;244.00;small
104;3849.00;9.50;963.00;big
104;3735.00;9.50;882.00;big
105;272.00;9.50;1162.00;big
105;432.00;9.50;1007.00;big
106;1054.00;9.50;1241.00;big
106;1284.00;9.50;1091.00;big
107;1439.00;9.50;995.00;small
107;1515.00;9.50;919.00;small
108;1610.00;9.50;494.00;big
108;1564.00;9.50;261.00;big
109;1507.00;9.50;643.00;big
109;1450.00;9.50;782.00;big
110;1173.00;9.50;690.00;big
110;1198.00;9.50;914.00;big
111;688.00;9.50;1135.00;big
111;892.00;9.50;1047.00;big
112;268.00;9.50;147.00;big
112;672.00;9.50;120.00;big
113;665.00;9.50;333.00;big
113;824.00;9.50;457.00;big
114;342.00;9.50;1730.00;big
114;642.00;9.50;1686.00;big
115;578.00;9.50;1448.00;big
115;748.00;9.50;1471.00;big
116;3589.00;15.57;1215.00;big
116;3723.00;10.95;1179.00;big
116;3726.00;12.45;1096.00;big
116;3652.00;16.23;1185.00;big
117;1599.00;12.00;1543.00;small
117;1560.00;10.65;1465.00;small
118;907.00;13.25;1658.00;big
119;1272.00;10.57;1400.00;big
120;1326.00;10.35;1547.00;big
120;1283.00;10.93;1645.00;big
121;1686.00;11.15;1663.00;big
121;1569.00;10.73;1626.00;big
122;714.00;12.48;2028.00;big
123;1249.00;12.95;1244.00;small
123;1238.00;13.65;1184.00;small
124;1603.00;16.93;887.00;big
124;1729.00;9.80;989.00;big
125;2128.00;11.98;566.00;big
125;2180.00;10.75;737.00;big
125;2026.00;10.75;504.00;big
126;2815.00;14.10;1229.00;small
126;2880.00;12.57;1242.00;small
126;2954.00;10.93;1231.00;small
127;2905.00;10.03;1159.00;small
127;3215.00;9.88;1110.00;small
127;3040.00;10.70;1098.00;small
127;3156.00;11.07;992.00;small
127;2671.00;10.55;998.00;small
127;2892.00;10.73;907.00;small
128;3285.00;9.85;1146.00;big
128;3324.00;10.05;1057.00;small
129;3418.00;14.38;1310.00;big
129;3292.00;13.00;1301.00;big
130;3402.00;10.40;1501.00;big
130;3337.00;9.78;1444.00;big
130;3361.00;9.88;1499.00;big
130;3315.00;9.88;1541.00;small
131;3227.00;10.68;1605.00;big
131;3276.00;10.00;1597.00;big
132;3346.00;10.07;1683.00;big
132;3274.00;9.85;1681.00;big
133;3442.00;10.40;1658.00;big
133;3386.00;10.15;1586.00;big
133;3470.00;10.00;1585.00;big
134;3474.00;12.85;1371.00;small
134;3532.00;11.05;1337.00;small
135;3515.00;10.28;1435.00;big
135;3439.00;9.80;1437.00;big
136;4056.00;10.28;1511.00;big
136;3928.00;10.18;1510.00;big
136;3833.00;10.07;1548.00;big
137;3608.00;9.68;1493.00;big
137;3621.00;12.07;1566.00;big
137;3532.00;10.55;1542.00;big
137;3476.00;10.00;1508.00;big
138;3731.00;10.70;1578.00;small
138;3721.00;12.43;1664.00;small
139;3249.00;14.50;198.00;big
139;3142.00;12.38;155.00;big
140;2823.00;10.65;785.00;big
140;2708.00;10.82;858.00;big
140;2949.00;13.50;818.00;big
141;4166.00;10.35;1048.00;big
141;4239.00;10.43;1057.00;big
142;4470.00;11.62;905.00;big
142;4438.00;11.15;985.00;big
143;4614.00;9.78;1295.00;big
143;4654.00;11.93;1257.00;big
144;4438.00;14.40;1254.00;big
144;4358.00;12.82;1333.00;big
145;4026.00;12.80;1293.00;big
145;4202.00;18.43;1304.00;big
146;4230.00;21.77;1157.00;big
146;4103.00;22.58;1201.00;big
146;4148.00;22.43;1120.00;big
147;4166.00;9.80;1941.00;big
147;4399.00;10.53;1901.00;big
148;4972.00;12.45;1494.00;big
148;4900.00;11.35;1419.00;big
149;4513.00;10.45;1749.00;big
149;4403.00;10.85;1634.00;big
150;3389.00;10.53;1763.00;big
150;3464.00;10.55;1715.00;big
150;3478.00;10.43;1793.00;big
151;4128.00;9.88;1680.00;big
151;3994.00;10.25;1745.00;big
151;4039.00;9.95;1638.00;big
152;4576.00;12.28;1468.00;big
152;4463.00;15.57;1436.00;big
152;4341.00;14.12;1438.00;big
153;4027.00;14.88;1146.00;big
153;4078.00;10.07;1076.00;big
154;4882.00;11.28;1209.00;big
154;4991.00;12.07;1283.00;big
155;4726.00;12.70;1338.00;big
155;4656.00;12.60;1353.00;big
155;4699.00;10.78;1403.00;big
156;4945.00;9.93;170.00;small
156;4684.00;10.45;192.00;small
157;5566.00;11.55;162.00;big
157;5475.00;12.55;62.00;big
158;4698.00;10.43;511.00;small
158;4525.00;12.10;534.00;small
159;4561.00;10.50;641.00;big
159;4630.00;9.95;709.00;big
160;4699.00;10.55;903.00;big
160;4748.00;10.78;777.00;big
161;2559.00;11.82;1907.00;small
161;2508.00;11.38;1907.00;small
162;3812.00;13.80;1207.00;big
162;3884.00;18.80;1231.00;big
163;1936.00;10.20;918.00;big
163;1747.00;9.88;801.00;big
163;1825.00;9.93;649.00;big
164;4618.00;10.48;1081.00;big
164;4673.00;11.05;1114.00;big
165;4482.00;12.25;1088.00;big
165;4559.00;10.03;1093.00;big
166;1485.00;9.50;1971.00;big
166;1525.00;9.50;1879.00;big
167;5022.00;13.53;558.00;big
167;5107.00;15.30;517.00;big
167;4932.00;11.78;600.00;big
168;3036.00;9.50;1383.00;small
169;2950.00;12.53;1335.00;big
170;1463.00;9.50;1295.00;big
170;1601.00;9.50;1312.00;big
171;717.00;9.50;1837.00;small
171;387.00;9.50;1901.00;small
172;439.00;9.50;729.00;big
172;273.00;9.50;695.00;big
173;2901.00;9.50;1649.00;small
173;2865.00;9.50;1701.00;small
174;2955.00;9.50;1921.00;small
174;2882.00;9.50;1747.00;small
175;660.00;9.50;714.00;big
175;892.00;9.50;737.00;big
176;113.00;9.50;1486.00;big
176;348.00;9.50;1427.00;big
177;5242.00;9.50;1357.00;big
177;5193.00;9.50;1184.00;big
178;5579.00;9.75;363.00;big
178;109.00;10.05;430.00;big
179;461.00;11.65;366.00;big
179;329.00;9.50;445.00;big
180;5594.00;9.50;947.00;big
180;129.00;9.50;868.00;big
181;3518.00;12.32;341.00;big
182;2701.00;16.18;1170.00;small
182;2629.00;12.28;1102.00;small
182;2746.00;12.50;1220.00;small
183;3107.00;10.50;806.00;big
184;2969.00;12.78;675.00;big
184;3021.00;14.30;776.00;big
185;3375.00;11.20;392.00;big
186;4785.00;13.75;1325.00;small
186;4799.00;11.90;1253.00;small
187;4435.00;9.78;596.00;small
187;4377.00;9.98;660.00;small
188;4398.00;9.90;717.00;small
188;4359.00;11.07;781.00;small
189;4301.00;10.50;945.00;small
189;4298.00;9.88;1024.00;small
190;3934.00;9.93;1175.00;big
190;3861.00;11.30;1093.00;big
191;3187.00;11.55;1983.00;small
191;3048.00;9.50;1916.00;small
192;3047.00;11.40;1793.00;big
192;3107.00;11.45;1887.00;big
193;4887.00;10.30;433.00;small
193;4762.00;9.73;383.00;small
194;5081.00;10.12;131.00;small
194;5078.00;10.35;308.00;small
195;4758.00;10.68;281.00;small
195;4930.00;10.07;279.00;small
196;3536.00;11.20;1075.00;small
196;3482.00;12.25;1031.00;small
197;1647.00;11.55;1593.00;small
197;1725.00;9.90;1636.00;small
198;1460.00;10.55;1570.00;big
199;1075.00;14.82;1653.00;big
200;4374.00;13.38;1254.00;big
200;4276.00;20.90;1247.00;big
201;1730.00;9.50;606.00;small
201;1604.00;17.00;741.00;small
201;1741.00;16.90;485.00;small
202;3215.00;9.50;1272.00;small
203;3637.00;9.50;1061.00;small
204;1175.00;15.55;1291.00;small
204;1060.00;9.95;1353.00;small
205;1400.00;10.00;1141.00;small
205;1321.00;10.15;1137.00;small
206;3071.00;9.50;1649.00;small
207;2985.00;9.50;1662.00;small
208;2798.00;10.35;1447.00;big
208;2786.00;10.12;1480.00;big
209;2684.00;13.93;1354.00;big
209;2728.00;12.07;1355.00;big
210;2758.00;11.93;1291.00;big
210;2703.00;11.18;1292.00;big
211;1390.00;10.38;1412.00;small
211;1504.00;9.85;1389.00;big
212;1266.00;9.50;1800.00;big
213;1774.00;9.90;1668.00;big
213;1811.00;9.75;1650.00;big
214;1538.00;11.30;1509.00;big
214;1465.00;12.03;1473.00;big
215;3074.00;14.05;278.00;big
216;3298.00;10.62;889.00;big
217;3362.00;12.32;558.00;big
217;3356.00;14.20;660.00;big
218;904.00;9.80;1535.00;big
218;959.00;13.07;1463.00;small
219;1072.00;15.40;1472.00;big
219;1164.00;17.58;1499.00;small
220;1873.00;9.50;1817.00;big
220;1936.00;9.65;1699.00;big
220;1777.00;11.65;1812.00;big
221;1103.00;11.15;1793.00;big
222;1077.00;10.93;1980.00;big
222;914.00;10.85;1960.00;big
223;3211.00;12.00;314.00;big
223;3259.00;13.23;428.00;big
224;3056.00;13.95;450.00;big
225;3094.00;10.20;1142.00;small
225;3149.00;11.15;1174.00;small
225;3020.00;10.28;1167.00;small
226;2570.00;10.90;871.00;small
226;2616.00;10.15;797.00;big
227;3260.00;9.50;616.00;big
227;3263.00;12.10;689.00;big
227;3198.00;10.75;690.00;big
228;4491.00;11.93;860.00;big
228;4467.00;9.73;816.00;big
229;4361.00;9.80;924.00;big
229;4416.00;10.25;867.00;big
230;4064.00;13.23;770.00;big
230;4025.00;10.28;816.00;big
231;4049.00;9.90;894.00;big
231;4119.00;13.98;976.00;big
232;3359.00;9.57;1166.00;big
232;3396.00;13.25;1234.00;big
233;1646.00;10.65;1721.00;big
233;1644.00;9.50;1880.00;big
234;1521.00;11.32;1693.00;big
234;1408.00;10.60;1748.00;big
235;899.00;14.75;1748.00;big
235;823.00;12.62;1880.00;big
236;3493.00;14.75;913.00;big
236;3583.00;12.30;903.00;big
237;3392.00;12.00;1078.00;big
237;3451.00;11.78;1118.00;big
238;3687.00;9.80;1007.00;big
238;3608.00;9.88;1030.00;big
239;3527.00;13.38;1285.00;big
239;3602.00;15.25;1257.00;big
240;3554.00;11.28;1203.00;big
240;3655.00;13.40;1126.00;big
241;3658.00;12.23;1223.00;big
241;3722.00;12.43;1250.00;big
242;4693.00;10.98;1509.00;big
242;4784.00;10.20;1467.00;big
243;4849.00;14.48;1427.00;big
243;4784.00;11.85;1380.00;big
244;4572.00;13.62;1345.00;big
244;4621.00;12.20;1407.00;big
245;4510.00;13.53;1258.00;big
245;4560.00;14.43;1294.00;big
246;4441.00;10.45;1165.00;big
246;4534.00;11.98;1165.00;big
247;4662.00;9.82;1176.00;big
247;4593.00;11.25;1214.00;big
248;4508.00;10.00;1019.00;big
248;4577.00;9.93;1032.00;big
249;4363.00;14.78;1046.00;big
249;4422.00;14.80;1047.00;big
250;4394.00;17.15;1131.00;big
250;4306.00;20.75;1145.00;big
251;3986.00;19.60;1234.00;big
251;4006.00;21.50;1205.00;big
252;4225.00;13.18;1392.00;big
252;4128.00;10.68;1408.00;big
253;4004.00;10.50;1017.00;big
253;4081.00;10.32;1002.00;big
254;3963.00;10.32;1081.00;big
254;3922.00;10.12;1023.00;big
255;4905.00;12.68;1531.00;big
255;4804.00;10.82;1593.00;big
256;4606.00;11.70;1619.00;big
256;4493.00;16.12;1544.00;big
257;5310.00;10.45;1673.00;big
257;59.00;10.25;2021.00;big
258;4919.00;11.82;1670.00;big
258;5195.00;11.78;1784.00;big
259;5156.00;9.90;1879.00;big
259;4821.00;13.20;1895.00;big
260;4767.00;12.07;1733.00;big
260;4683.00;10.75;1904.00;big
261;4180.00;11.12;1600.00;big
261;4100.00;10.03;1574.00;big
262;4326.00;11.20;1738.00;big
262;4229.00;10.43;1671.00;big
263;3857.00;10.12;1886.00;big
263;4027.00;9.80;1854.00;big
264;3717.00;9.80;1873.00;big
264;3585.00;10.45;1801.00;big
265;3317.00;9.88;1847.00;big
265;3333.00;9.90;1781.00;big
266;4251.00;13.03;1483.00;big
266;4322.00;13.88;1549.00;big
267;3682.00;9.85;1382.00;big
267;3762.00;9.85;1302.00;big
268;4038.00;10.68;1414.00;big
268;3947.00;15.48;1356.00;big
269;3837.00;11.57;1322.00;big
269;3898.00;16.95;1298.00;big
270;3847.00;10.65;1390.00;big
270;3722.00;9.93;1491.00;big
271;3165.00;11.20;562.00;big
271;3217.00;13.07;485.00;big
272;3119.00;11.03;664.00;big
272;3059.00;11.12;582.00;big
273;3447.00;11.00;846.00;big
273;3410.00;13.80;890.00;big
274;3522.00;10.43;732.00;big
274;3539.00;11.12;797.00;big
